country,year,pop,continent,lifeExp,gdpPercap,health_expenditure,gpd,drinking_water,literancy_rate,mortality_rate,gpd_trilhoes
China,1967,754550000.0,Asia,58.38112,612.7056934,,73011350596.2485,,,,73.01
China,1972,862030000.0,Asia,63.11888,676.9000921,,113871930713.841,,,76.6,113.87
China,1977,943455000.0,Asia,63.96736,741.2374699,,175226595859.778,,,57.3,175.23
China,1982,1000281000.0,Asia,65.525,962.4213805,,205480916030.534,,65.5100021362305,45.3,205.48
China,1987,1084035000.0,Asia,67.274,1378.904018,,273455156950.673,,,43.1,273.46
China,1992,1164970000.0,Asia,68.69,1655.784158,,428502354788.069,,,42.3,428.5
China,1997,1230075000.0,Asia,70.426,2289.234136,,967753570434.667,,,35.5,967.75
China,2002,1280400000.0,Asia,72.028,3119.280896,4.32156181,1489821682050.54,81.8650671947267,,25.6,1489.82
China,2007,1318683096.0,Asia,72.961,4959.114854,3.61737728,3604055822571.63,86.1591731490747,,16.1,3604.06
Colombia,1952,12350771.0,Americas,50.643,2144.115096,,,,,,
Colombia,1957,14485993.0,Americas,55.118,2323.805581,,,,,,
Colombia,1962,17009885.0,Americas,57.863,2492.351109,,4955543963.36869,,,91.3,4.96
Colombia,1967,19764027.0,Americas,59.963,2678.729839,,5825170438.48704,,,80.0,5.83
Colombia,1972,22542890.0,Americas,61.623,3264.660041,,8671358732.68486,,,68.5,8.67
Colombia,1977,25094412.0,Americas,63.837,3815.80787,,19470960619.1297,,,54.7,19.47
Colombia,1982,27764644.0,Americas,66.653,4397.575659,,38968039721.748,,,41.5,38.97
Colombia,1987,30964245.0,Americas,67.768,4903.2191,,36373307085.0887,,,32.8,36.37
Colombia,1992,34202721.0,Americas,68.421,5444.648617,,58418985443.3172,,,27.9,58.42
Colombia,1997,37657830.0,Americas,70.313,6117.361746,,106659508271.255,,,23.7,106.66
Colombia,2002,41008227.0,Americas,71.682,5755.259962,5.73296595,97945812802.8882,91.5497229084839,,20.4,97.95
Colombia,2007,44227550.0,Americas,72.889,7006.580419,6.49102163,206229540926.312,93.0332113422634,92.6500015258789,17.7,206.23
Comoros,1952,153936.0,Africa,40.715,1102.990936,,,,,,
Comoros,1957,170928.0,Africa,42.46,1211.148548,,,,,,
Comoros,1962,191689.0,Africa,44.467,1406.648278,,,,,,
Comoros,1967,217378.0,Africa,46.472,1876.029643,,,,,,
Comoros,1972,250027.0,Africa,48.944,1937.577675,,,,,,
Comoros,1977,304739.0,Africa,50.939,1172.603047,,,,,136.7,
Comoros,1982,348643.0,Africa,52.933,1267.100083,,202152461.76282,,,119.8,0.2
Comoros,1987,395114.0,Africa,54.926,1315.980812,,313292322.956214,,,103.0,0.31
Comoros,1992,454429.0,Africa,57.939,1246.90737,,436552922.121696,,,87.1,0.44
Comoros,1997,527982.0,Africa,60.66,1173.618235,,362816806.134452,,,72.4,0.36
Comoros,2002,614382.0,Africa,62.974,1075.811558,6.68594599,427360070.324544,87.4264757809148,,60.9,0.43
Comoros,2007,710960.0,Africa,65.152,986.1478792,5.41753864,795673152.867077,86.8964208746241,,51.7,0.8
Congo Dem. Rep.,1952,14100005.0,Africa,39.143,780.5423257,,,,,,
Congo Dem. Rep.,1957,15577932.0,Africa,40.652,905.8602303,,,,,,
Congo Dem. Rep.,1962,17486434.0,Africa,42.122,896.3146335,,,,,,
Congo Dem. Rep.,1967,19941073.0,Africa,44.056,861.5932424,,,,,,
Congo Dem. Rep.,1972,23007669.0,Africa,45.989,904.8960685,,,,,,
Congo Dem. Rep.,1977,26480870.0,Africa,47.804,795.757282,,,,,,
Congo Dem. Rep.,1982,30646495.0,Africa,47.784,673.7478181,,,,,,
Congo Dem. Rep.,1987,35481645.0,Africa,47.412,672.774812,,,,,,
Congo Dem. Rep.,1992,41672143.0,Africa,45.548,457.7191807,,,,,,
Congo Dem. Rep.,1997,47798986.0,Africa,42.587,312.188423,,,,,,
Congo Dem. Rep.,2002,55379852.0,Africa,44.966,241.1658765,,,,,,
Congo Dem. Rep.,2007,64606759.0,Africa,46.462,277.5518587,,,,,,
China,1997,1230075000.0,Asia,70.426,2289.234136,,967753570434.667,,,35.5,967.75
China,2002,1280400000.0,Asia,72.028,3119.280896,4.32156181,1489821682050.54,81.8650671947267,,25.6,1489.82
China,2007,1318683096.0,Asia,72.961,4959.114854,3.61737728,3604055822571.63,86.1591731490747,,16.1,3604.06
Congo Rep.,1952,854885.0,Africa,42.111,2125.621418,,,,,,
Congo Rep.,1957,940458.0,Africa,45.053,2315.056572,,,,,,
Congo Rep.,1962,1047924.0,Africa,48.435,2464.783157,,,,,,
Congo Rep.,1967,1179760.0,Africa,52.04,2677.939642,,,,,,
Congo Rep.,1972,1340458.0,Africa,54.907,3213.152683,,,,,,
Congo Rep.,1977,1536769.0,Africa,55.625,3259.178978,,,,,,
Congo Rep.,1982,1774735.0,Africa,56.695,4879.507522,,,,,,
Congo Rep.,1987,2064095.0,Africa,57.47,4201.194937,,,,,,
Congo Rep.,1992,2409073.0,Africa,56.433,4016.239529,,,,,,
Congo Rep.,1997,2800947.0,Africa,52.962,3484.164376,,,,,,
Congo Rep.,2002,3328795.0,Africa,52.97,3484.06197,,,,,,
Congo Rep.,2007,3800610.0,Africa,55.322,3632.557798,,,,,,
Costa Rica,1952,926317.0,Americas,57.206,2627.009471,,,,,,
Costa Rica,1957,1112300.0,Americas,60.026,2990.010802,,,,,,
Costa Rica,1962,1345187.0,Americas,62.842,3460.937025,,479180824.348506,,,69.2,0.48
Costa Rica,1967,1588717.0,Americas,65.424,4161.727834,,699456618.867925,,,65.8,0.7
Costa Rica,1972,1834796.0,Americas,67.849,5118.146939,,1238251695.55388,,,52.2,1.24
Costa Rica,1977,2108457.0,Americas,70.75,5926.876967,,3072427012.83547,,,28.1,3.07
Costa Rica,1982,2424367.0,Americas,73.45,5262.734751,,2606623554.56582,,,19.3,2.61
Costa Rica,1987,2799811.0,Americas,74.752,5629.915318,,4532952047.15628,,,17.0,4.53
Costa Rica,1992,3173216.0,Americas,75.713,6160.416317,,8579754757.93237,,,13.4,8.58
Costa Rica,1997,3518107.0,Americas,77.26,6677.045314,,12614602382.2012,,,12.4,12.61
Costa Rica,2002,3834934.0,Americas,78.123,7723.447195,6.8690877,16578820687.2881,95.4574835012159,,10.4,16.58
Costa Rica,2007,4133884.0,Americas,78.782,9645.06142,6.99642611,26884700709.3146,97.1812060474922,,9.5,26.88
Cote D'Ivoire,1952,2977019.0,Africa,40.477,1388.594732,,,,,,
Cote D'Ivoire,1957,3300000.0,Africa,42.469,1500.895925,,,,,,
Cote D'Ivoire,1962,3832408.0,Africa,44.93,1728.869428,,645284473.733691,,,199.2,0.65
Cote D'Ivoire,1967,4744870.0,Africa,47.35,2052.050473,,1082922724.87189,,,175.9,1.08
Cote D'Ivoire,1972,6071696.0,Africa,49.801,2378.201111,,1849400401.64724,,,152.3,1.85
Cote D'Ivoire,1977,7459574.0,Africa,52.374,2517.736547,,6265068189.37782,,,124.9,6.27
Cote D'Ivoire,1982,9025951.0,Africa,53.983,2602.710169,,7567110848.92228,,,107.7,7.57
Cote D'Ivoire,1987,10761098.0,Africa,54.655,2156.956069,,10087654464.8168,,,101.7,10.09
Cote D'Ivoire,1992,12772596.0,Africa,52.044,1648.073791,,11152971273.9383,,,100.8,11.15
Cote D'Ivoire,1997,14625967.0,Africa,47.991,1786.265407,,18047558037.7036,,,96.5,18.05
Cote D'Ivoire,2002,16252726.0,Africa,46.832,1648.800823,3.54146051,18054383320.8474,69.5630827839749,,87.1,18.05
Cote D'Ivoire,2007,18013409.0,Africa,48.328,1544.750112,4.19379663,28760090953.3081,71.4370073419778,,75.3,28.76
Croatia,1952,3882229.0,Europe,61.21,3119.23652,,,,,,
Croatia,1957,3991242.0,Europe,64.77,4338.231617,,,,,,
Croatia,1962,4076557.0,Europe,67.13,5477.890018,,,,,,
Croatia,1967,4174366.0,Europe,68.5,6960.297861,,,,,,
Croatia,1972,4225310.0,Europe,69.61,9164.090127,,,,,,
Croatia,1977,4318673.0,Europe,70.64,11305.38517,,,,,,
Croatia,1982,4413368.0,Europe,70.46,13221.82184,,,,,18.4,
Croatia,1987,4484310.0,Europe,71.52,13822.58394,,,,,13.8,
Croatia,1992,4494013.0,Europe,72.527,8447.794873,,10621169290.9986,,,9.9,10.62
Croatia,1997,4444595.0,Europe,73.68,9875.604515,,24175764812.1218,,,8.0,24.18
Croatia,2002,4481020.0,Europe,74.876,11628.38895,6.14300489,26757722428.6781,98.7625377853519,,6.6,26.76
Croatia,2007,4493312.0,Europe,75.748,14619.22272,7.38946152,59290621398.1561,99.2934392263667,,5.3,59.29
Cuba,1952,6007797.0,Americas,59.421,5586.53878,,,,,,
Cuba,1957,6640752.0,Americas,62.325,6092.174359,,,,,,
Cuba,1962,7254373.0,Americas,65.246,5180.75591,,,,,36.9,
Cuba,1967,8139332.0,Americas,68.29,5690.268015,,,,,35.0,
Cuba,1972,8831348.0,Americas,70.723,5305.445256,,8135150891.92025,,,28.8,8.14
Cuba,1977,9537988.0,Americas,72.649,6380.494966,,14206158674.6988,,,21.6,14.21
Cuba,1982,9789224.0,Americas,73.717,7316.918107,,20953510235.2941,,,16.4,20.95
Cuba,1987,10239839.0,Americas,74.174,7532.924763,,25213935012.0819,,,12.7,25.21
Cuba,1992,10723260.0,Americas,74.414,5592.843963,,22085858243.2432,,,9.8,22.09
Cuba,1997,10983007.0,Americas,76.151,5431.990415,,25365908100.0,,,7.8,25.37
Cuba,2002,11226999.0,Americas,77.158,6340.646683,7.11481619,33590500000.0,92.0704754889772,99.8000030517578,6.3,33.59
Cuba,2007,11416987.0,Americas,78.273,8948.102923,10.9674921,54262870370.3704,92.7206267884333,,5.2,54.26
Czech Republic,1952,9125183.0,Europe,66.87,6876.14025,,,,,,
Czech Republic,1957,9513758.0,Europe,69.03,8256.343918,,,,,,
Czech Republic,1962,9620282.0,Europe,69.9,10136.86713,,,,,,
Czech Republic,1967,9835109.0,Europe,70.38,11399.44489,,,,,,
Czech Republic,1972,9862158.0,Europe,70.29,13108.4536,,,,,,
Czech Republic,1977,10161915.0,Europe,70.71,14800.16062,,,,,,
Czech Republic,1982,10303704.0,Europe,70.96,15377.22855,,,,,,
Czech Republic,1987,10311597.0,Europe,71.58,16310.4434,,,,,,
Czech Republic,1992,10315702.0,Europe,72.4,14297.02122,,,,,,
Czech Republic,1997,10300707.0,Europe,74.01,16048.51424,,,,,,
Czech Republic,2002,10256295.0,Europe,75.51,17596.21022,,,,,,
Czech Republic,2007,10228744.0,Europe,76.486,22833.30851,,,,,,
Denmark,1952,4334000.0,Europe,70.78,9692.385245,,,,,,
Denmark,1957,4487831.0,Europe,71.81,11099.65935,,,,,,
Denmark,1962,4646899.0,Europe,72.35,13583.31351,,7953274741.29303,,,20.3,7.95
Denmark,1967,4838800.0,Europe,72.96,15937.21123,,13059064805.8774,,,16.0,13.06
Denmark,1972,4991596.0,Europe,73.47,18866.20721,,23230667549.2496,,,12.4,23.23
Denmark,1977,5088419.0,Europe,74.69,20422.9015,,49711709588.2196,,,9.2,49.71
Denmark,1982,5117810.0,Europe,74.63,21688.04048,,60084214872.0657,,,7.9,60.08
Denmark,1987,5127024.0,Europe,74.8,25116.17581,,109183446340.073,,,8.0,109.18
Denmark,1992,5171393.0,Europe,75.33,26406.73985,,152966494259.538,,,6.4,152.97
Denmark,1997,5283663.0,Europe,76.11,29804.34567,,173241365735.483,,,5.0,173.24
Denmark,2002,5374693.0,Europe,77.18,32166.50006,8.69506168,178788209558.311,100.0,,4.5,178.79
Denmark,2007,5468120.0,Europe,78.332,35278.41874,9.30215549,320213157595.018,99.9999976665951,,3.8,320.21
Djibouti,1952,63149.0,Africa,34.812,2669.529475,,,,,,
Djibouti,1957,71851.0,Africa,37.328,2864.969076,,,,,,
Djibouti,1962,89898.0,Africa,39.693,3020.989263,,,,,,
Djibouti,1967,127617.0,Africa,42.074,3020.050513,,,,,,
Djibouti,1972,178848.0,Africa,44.366,3694.212352,,,,,,
Djibouti,1977,228694.0,Africa,46.519,3081.761022,,,,,,
Djibouti,1982,305991.0,Africa,48.812,2879.468067,,,,,101.1,
Djibouti,1987,311025.0,Africa,50.04,2880.102568,,373371738.286415,,,92.2,0.37
Djibouti,1992,384156.0,Africa,51.604,2377.156192,,478058304.871118,,,86.1,0.48
Djibouti,1997,417908.0,Africa,53.157,1895.016984,,502675542.001227,,,83.4,0.5
Djibouti,2002,447416.0,Africa,53.373,1908.260867,3.75243783,591122039.601398,74.7450869974976,,77.5,0.59
Djibouti,2007,496374.0,Africa,54.791,2082.481567,4.05262756,847918929.107984,75.8259576941353,,69.5,0.85
Czech Republic,2002,10256295.0,Europe,75.51,17596.21022,,,,,,
Czech Republic,2007,10228744.0,Europe,76.486,22833.30851,,,,,,
Dominican Republic,1952,2491346.0,Americas,45.928,1397.717137,,,,,,
Dominican Republic,1957,2923186.0,Americas,49.828,1544.402995,,,,,,
Dominican Republic,1962,3453434.0,Americas,53.459,1662.137359,,824100000.0,,,102.6,0.82
Dominican Republic,1967,4049146.0,Americas,56.751,1653.723003,,1034800000.0,,,95.6,1.03
Dominican Republic,1972,4671329.0,Americas,59.631,2189.874499,,1987400000.0,,,86.0,1.99
Dominican Republic,1977,5302800.0,Americas,61.788,2681.9889,,4587100000.0,,,73.4,4.59
Dominican Republic,1982,5968349.0,Americas,63.727,2861.092386,,8267400000.0,,,62.5,8.27
Dominican Republic,1987,6655297.0,Americas,66.046,2899.842175,,5827050753.25937,,,53.2,5.83
Dominican Republic,1992,7351181.0,Americas,68.457,3044.214214,,11605382504.0,,,44.5,11.61
Dominican Republic,1997,7992357.0,Americas,69.957,3614.101285,,20017450041.3075,,,36.6,20.02
Dominican Republic,2002,8650322.0,Americas,70.847,4563.808154,4.98649025,27137440786.2562,91.7350612908746,87.0,32.1,27.14
Dominican Republic,2007,9319622.0,Americas,72.235,6025.374752,4.08935308,43965458508.5056,93.6801822070971,88.2399978637695,30.6,43.97
Ecuador,1952,3548753.0,Americas,48.357,3522.110717,,,,,,
Ecuador,1957,4058385.0,Americas,51.356,3780.546651,,,,,,
Ecuador,1962,4681707.0,Americas,54.64,4086.114078,,1518207703.48997,,,122.2,1.52
Ecuador,1967,5432424.0,Americas,56.678,4579.074215,,2553595172.08743,,,108.7,2.55
Ecuador,1972,6298651.0,Americas,58.796,5280.99471,,3185986087.33583,,,97.8,3.19
Ecuador,1977,7278866.0,Americas,61.31,6679.62326,,11026342618.1141,,,80.1,11.03
Ecuador,1982,8365850.0,Americas,64.342,7213.791267,,19929846396.4239,,83.5500030517578,63.8,19.93
Ecuador,1987,9545158.0,Americas,67.231,6481.776993,,13945426859.4657,,,49.2,13.95
Ecuador,1992,10748394.0,Americas,69.613,7103.702595,,18094238119.0595,,,38.7,18.09
Ecuador,1997,11911819.0,Americas,72.312,7429.455877,,28162053026.5133,,,28.8,28.16
Ecuador,2002,12921234.0,Americas,74.173,5773.044512,4.81404829,27054197000.0,85.8681168812422,,21.9,27.05
Ecuador,2007,13755680.0,Americas,74.994,6873.262326,5.55722475,49848725000.0,87.792208365322,92.0999984741211,18.1,49.85
Ecuador,1997,11911819.0,Americas,72.312,7429.455877,,28162053026.5133,,,28.8,28.16
Ecuador,2002,12921234.0,Americas,74.173,5773.044512,4.81404829,27054197000.0,85.8681168812422,,21.9,27.05
Ecuador,2007,13755680.0,Americas,74.994,6873.262326,5.55722475,49848725000.0,87.792208365322,92.0999984741211,18.1,49.85
Egypt,1952,22223309.0,Africa,41.893,1418.822445,,,,,,
Egypt,1957,25009741.0,Africa,44.444,1458.915272,,,,,,
Egypt,1962,28173309.0,Africa,46.992,1693.335853,,,,,,
Egypt,1967,31681188.0,Africa,49.293,1814.880728,,,,,,
Egypt,1972,34807417.0,Africa,51.137,2024.008147,,,,,,
Egypt,1977,38783863.0,Africa,53.319,2785.493582,,,,,,
Egypt,1982,45681811.0,Africa,56.006,3503.729636,,,,,,
Egypt,1987,52799062.0,Africa,59.797,3885.46071,,,,,,
Egypt,1992,59402198.0,Africa,63.674,3794.755195,,,,,,
Egypt,1997,66134291.0,Africa,67.217,4173.181797,,,,,,
Egypt,2002,73312559.0,Africa,69.806,4754.604414,,,,,,
Egypt,2007,80264543.0,Africa,71.338,5581.180998,,,,,,
El Salvador,1952,2042865.0,Americas,45.262,3048.3029,,,,,,
El Salvador,1957,2355805.0,Americas,48.57,3421.523218,,,,,,
El Salvador,1962,2747687.0,Americas,52.307,3776.803627,,,,,132.5,
El Salvador,1967,3232927.0,Americas,55.855,4358.595393,,976200000.0,,,122.1,0.98
El Salvador,1972,3790903.0,Americas,58.207,4520.246008,,1263720000.0,,,110.1,1.26
El Salvador,1977,4282586.0,Americas,56.696,5138.922374,,2941640100.0,,,93.5,2.94
El Salvador,1982,4474873.0,Americas,56.604,4098.344175,,3399189100.0,,,73.8,3.4
El Salvador,1987,4842194.0,Americas,63.154,4140.442097,,3958045800.0,,,55.5,3.96
El Salvador,1992,5274649.0,Americas,66.798,4444.2317,,5813399300.0,,74.1399993896484,42.4,5.81
El Salvador,1997,5783439.0,Americas,69.535,5154.825496,,10221705900.0,,,31.6,10.22
El Salvador,2002,6353681.0,Americas,70.734,5351.568666,7.88565731,12664190300.0,86.6377642417652,,23.6,12.66
El Salvador,2007,6939688.0,Americas,71.878,5728.353514,8.47836304,17011750000.0,84.8412397168851,82.0299987792969,18.1,17.01
Equatorial Guinea,1952,216964.0,Africa,34.482,375.6431231,,,,,,
Equatorial Guinea,1957,232922.0,Africa,35.983,426.0964081,,,,,,
Equatorial Guinea,1962,249220.0,Africa,37.485,582.8419714,,37253333.3333333,,,,0.04
Equatorial Guinea,1967,259864.0,Africa,38.987,915.5960025,,72317446.9327193,,,,0.07
Equatorial Guinea,1972,277603.0,Africa,40.516,672.4122571,,65429198.238708,,,,0.07
Equatorial Guinea,1977,192675.0,Africa,42.024,958.5668124,,103987520.075827,,,,0.1
Equatorial Guinea,1982,285483.0,Africa,43.662,927.8253427,,44294647.733479,,,128.7,0.04
Equatorial Guinea,1987,341244.0,Africa,45.664,966.8968149,,93345859.52973,,,119.9,0.09
Equatorial Guinea,1992,387838.0,Africa,47.545,1132.055034,,134707183.84662,,,117.3,0.13
Equatorial Guinea,1997,439971.0,Africa,48.245,2814.480755,,442337870.69437,,,113.3,0.44
Equatorial Guinea,2002,495627.0,Africa,49.348,7703.4959,2.88730073,1806742742.27311,52.54199672143,,100.3,1.81
Equatorial Guinea,2007,551201.0,Africa,51.579,12154.08975,1.42080677,13071718758.7373,57.1185705825994,,83.6,13.07
Eritrea,1952,1438760.0,Africa,35.928,328.9405571,,,,,,
Eritrea,1957,1542611.0,Africa,38.047,344.1618859,,,,,,
Eritrea,1962,1666618.0,Africa,40.158,380.9958433,,,,,,
Eritrea,1967,1820319.0,Africa,42.189,468.7949699,,,,,,
Eritrea,1972,2260187.0,Africa,44.142,514.3242082,,,,,,
Eritrea,1977,2512642.0,Africa,44.535,505.7538077,,,,,96.2,
Eritrea,1982,2637297.0,Africa,43.89,524.8758493,,,,,92.3,
Eritrea,1987,2915959.0,Africa,46.453,521.1341333,,,,,87.2,
Eritrea,1992,3668440.0,Africa,49.991,582.8585102,,477101651.648376,,,74.6,0.48
Eritrea,1997,4058319.0,Africa,53.378,913.47079,,686490090.140141,,,57.7,0.69
Eritrea,2002,4414865.0,Africa,55.24,765.3500015,6.68857431,729321680.154324,47.4409244567689,52.5099983215332,47.4,0.73
Eritrea,2007,4906585.0,Africa,58.04,641.3695236,5.2786293,1317974491.05691,49.2469532106027,,40.8,1.32
Ethiopia,1952,20860941.0,Africa,34.078,362.1462796,,,,,,
Ethiopia,1957,22815614.0,Africa,36.667,378.9041632,,,,,,
Ethiopia,1962,25145372.0,Africa,40.059,419.4564161,,1747566307.0997,,,,1.75
Ethiopia,1967,27860297.0,Africa,42.115,516.1186438,,2461762002.8,,,143.2,2.46
Ethiopia,1972,30770372.0,Africa,43.515,566.2439442,,3520252938.26087,,,168.6,3.52
Ethiopia,1977,34617799.0,Africa,44.51,556.8083834,,5651840584.54106,,,148.0,5.65
Ethiopia,1982,38111756.0,Africa,44.916,577.8607471,,7899988840.57971,,,144.9,7.9
Ethiopia,1987,42999530.0,Africa,46.684,573.7413142,,10790001557.971,,,134.3,10.79
Ethiopia,1992,52088559.0,Africa,48.091,421.3534653,,10754799036.5745,,,121.3,10.75
Ethiopia,1997,59861301.0,Africa,49.402,515.8894013,,8803539988.33248,,,102.8,8.8
Ethiopia,2002,67946797.0,Africa,50.725,530.0535319,4.7126298,7850809498.16803,21.8105947283134,,85.3,7.85
Ethiopia,2007,76511887.0,Africa,52.947,690.8055759,5.00128317,19707616772.7996,29.3784617293428,39.0,67.7,19.71
Equatorial Guinea,1997,439971.0,Africa,48.245,2814.480755,,442337870.69437,,,113.3,0.44
Equatorial Guinea,2002,495627.0,Africa,49.348,7703.4959,2.88730073,1806742742.27311,52.54199672143,,100.3,1.81
Equatorial Guinea,2007,551201.0,Africa,51.579,12154.08975,1.42080677,13071718758.7373,57.1185705825994,,83.6,13.07
Finland,1952,4090500.0,Europe,66.55,6424.519071,,,,,,
Finland,1957,4324000.0,Europe,67.49,7545.415386,,,,,,
Finland,1962,4491443.0,Europe,68.75,9371.842561,,6407796042.70357,,,19.5,6.41
Finland,1967,4605744.0,Europe,69.83,10921.63626,,9468272357.09549,,,15.1,9.47
Finland,1972,4639657.0,Europe,70.87,14358.8759,,14744499569.8308,,,12.0,14.74
Finland,1977,4738902.0,Europe,72.52,15605.42283,,33502784417.884,,,8.8,33.5
Finland,1982,4826933.0,Europe,74.55,18533.15761,,52784013815.2214,,,6.5,52.78
Finland,1987,4931729.0,Europe,74.83,21141.01223,,91564993913.1611,,,6.0,91.56
Finland,1992,5041039.0,Europe,75.7,20647.16499,,112537828510.751,,,5.1,112.54
Finland,1997,5134406.0,Europe,77.13,23723.9502,,126862902302.142,,,3.9,126.86
Finland,2002,5193039.0,Europe,78.37,28204.59057,7.63005877,140360963811.765,99.9999968734503,,3.3,140.36
Finland,2007,5238460.0,Europe,79.313,33207.0844,8.08415604,256360251537.648,99.9999969532681,,2.8,256.36
France,1952,42459667.0,Europe,67.41,7029.809327,,,,,,
France,1957,44310863.0,Europe,68.93,8662.834898,,,,,,
France,1962,47124000.0,Europe,70.51,10560.48553,,75196980365.0325,,,21.3,75.2
France,1967,49569000.0,Europe,71.55,12999.91766,,118088635380.954,,,17.1,118.09
France,1972,51732000.0,Europe,72.38,16107.19171,,201738881664.499,,,13.7,201.74
France,1977,53165019.0,Europe,73.83,18292.63514,,406401711687.617,,,11.4,406.4
France,1982,54433565.0,Europe,74.89,20293.89746,,578152310609.841,,,9.4,578.15
France,1987,55630100.0,Europe,76.34,22066.44214,,926320855614.973,,,8.1,926.32
France,1992,57374179.0,Europe,77.46,24703.79615,,1389663073110.28,,,6.7,1389.66
France,1997,58623428.0,Europe,78.64,25889.78487,,1449392222971.45,,,4.6,1449.39
France,2002,59925035.0,Europe,79.59,28926.03234,10.08250141,1492427756382.43,100.0,,3.8,1492.43
France,2007,61083916.0,Europe,80.657,30470.0167,10.33418846,2655816911866.56,99.9999991615937,,3.2,2655.82
Gabon,1952,420702.0,Africa,37.003,4293.476475,,,,,,
Gabon,1957,434904.0,Africa,38.999,4976.198099,,,,,,
Gabon,1962,455661.0,Africa,40.489,6631.459222,,182796536.266025,,,108.6,0.18
Gabon,1967,489004.0,Africa,44.598,8358.761987,,271543680.048895,,,98.1,0.27
Gabon,1972,537977.0,Africa,48.69,11401.94841,,430508358.514204,,,88.0,0.43
Gabon,1977,706367.0,Africa,52.79,21745.57328,,2809349069.22118,,,78.1,2.81
Gabon,1982,753874.0,Africa,56.564,15113.36194,,3618007841.13503,,,68.7,3.62
Gabon,1987,880397.0,Africa,60.19,11864.40844,,3281797043.04996,,,61.6,3.28
Gabon,1992,985739.0,Africa,61.366,13522.15752,,5592390827.39854,,,57.4,5.59
Gabon,1997,1126189.0,Africa,60.461,14722.84188,,5326817114.53586,,,54.0,5.33
Gabon,2002,1299304.0,Africa,56.761,12521.71392,3.32970691,5335451099.88223,81.0600023349324,,48.1,5.34
Gabon,2007,1454867.0,Africa,56.735,13206.48452,3.0834198,12455409587.3371,83.3155701870669,,41.9,12.46
France,1962,47124000.0,Europe,70.51,10560.48553,,75196980365.0325,,,21.3,75.2
France,1967,49569000.0,Europe,71.55,12999.91766,,118088635380.954,,,17.1,118.09
France,1972,51732000.0,Europe,72.38,16107.19171,,201738881664.499,,,13.7,201.74
France,1977,53165019.0,Europe,73.83,18292.63514,,406401711687.617,,,11.4,406.4
France,1982,54433565.0,Europe,74.89,20293.89746,,578152310609.841,,,9.4,578.15
France,1987,55630100.0,Europe,76.34,22066.44214,,926320855614.973,,,8.1,926.32
France,1992,57374179.0,Europe,77.46,24703.79615,,1389663073110.28,,,6.7,1389.66
Gambia,1952,284320.0,Africa,30.0,485.2306591,,,,,,
Gambia,1957,323150.0,Africa,32.065,520.9267111,,,,,,
Gambia,1962,374020.0,Africa,33.896,599.650276,,,,,,
Gambia,1967,439593.0,Africa,35.857,734.7829124,,,,,,
Gambia,1972,517101.0,Africa,38.308,756.0868363,,,,,,
Gambia,1977,608274.0,Africa,41.842,884.7552507,,,,,,
Gambia,1982,715523.0,Africa,45.58,835.8096108,,,,,,
Gambia,1987,848406.0,Africa,49.265,611.6588611,,,,,,
Gambia,1992,1025384.0,Africa,52.644,665.6244126,,,,,,
Gambia,1997,1235767.0,Africa,55.861,653.7301704,,,,,,
Gambia,2002,1457766.0,Africa,58.041,660.5855997,,,,,,
Gambia,2007,1688359.0,Africa,59.448,752.7497265,,,,,,
Germany,1952,69145952.0,Europe,67.5,7144.114393,,,,,,
Germany,1957,71019069.0,Europe,69.1,10187.82665,,,,,,
Germany,1962,73739117.0,Europe,70.3,12902.46291,,105895435234.343,,,,105.9
Germany,1967,76368453.0,Europe,70.8,14745.62561,,145100667772.69,,,,145.1
Germany,1972,78717088.0,Europe,71.0,18016.18027,,300899944795.436,,,20.6,300.9
Germany,1977,78160773.0,Europe,72.5,20512.92123,,602698323085.993,,,15.5,602.7
Germany,1982,78335266.0,Europe,73.8,22031.53274,,779421633755.138,,,11.0,779.42
Germany,1987,77718298.0,Europe,74.847,24639.18566,,1302932318824.81,,,8.3,1302.93
Germany,1992,80597764.0,Europe,76.07,26505.30317,,2141377582968.07,,,6.2,2141.38
Germany,1997,82011073.0,Europe,77.34,27788.88416,,2218790886532.82,,,4.8,2218.79
Germany,2002,82350671.0,Europe,78.67,30035.80198,10.028965,2102350798305.89,99.9999978295524,,4.2,2102.35
Germany,2007,82400996.0,Europe,79.406,32170.37442,9.83482933,3484056680854.91,99.9999987891849,,3.7,3484.06
Ghana,1952,5581001.0,Africa,43.149,911.2989371,,,,,,
Ghana,1957,6391288.0,Africa,44.779,1043.561537,,,,,,
Ghana,1962,7355248.0,Africa,46.452,1190.041118,,1382515654.47343,,,120.0,1.38
Ghana,1967,8490213.0,Africa,48.072,1125.69716,,1747187644.9031,,,117.4,1.75
Ghana,1972,9354120.0,Africa,49.875,1178.223708,,2112293279.98507,,,110.8,2.11
Ghana,1977,10538093.0,Africa,51.756,993.2239571,,3189428571.42857,,,95.1,3.19
Ghana,1982,11400338.0,Africa,53.744,876.032569,,4035994397.7591,,,88.8,4.04
Ghana,1987,14168101.0,Africa,55.729,847.0061135,,5074829931.97279,,,80.3,5.07
Ghana,1992,16278738.0,Africa,57.501,925.060154,,6416103925.83267,,,69.6,6.42
Ghana,1997,18418288.0,Africa,58.556,1005.245812,,6891443192.24985,,,66.5,6.89
